year,track,problem,instance,solver1,solver2,score1,score2
2018,free,cargo,challenge12_1422f_1644,or_tools,gecode,1.0,0.0
2018,free,cargo,challenge20_27613f_2435,or_tools,gecode,1.0,0.0
2018,free,cargo,challenge22,or_tools,gecode,1.0,0.0
2018,free,cargo,challenge24,or_tools,gecode,1.0,0.0
2018,free,cargo,challenge25,or_tools,gecode,1.0,0.0
2018,free,concert_hall_cap,concert_cap_dot_mznc2018_dot_02,or_tools,gecode,0.8089931515078698,0.19100684849213023
2018,free,concert_hall_cap,concert_cap_dot_mznc2018_dot_03,or_tools,gecode,1.0,0.0
2018,free,concert_hall_cap,concert_cap_dot_mznc2018_dot_06,or_tools,gecode,1.0,0.0
2018,free,concert_hall_cap,concert_cap_dot_mznc2018_dot_148,or_tools,gecode,0.9560758784048784,0.043924121595121664
2018,free,concert_hall_cap,concert_cap_dot_mznc2018_dot_318,or_tools,gecode,0.49538952422820826,0.5046104757717917
2018,free,elitserien,handball1,or_tools,gecode,0.8424300837906323,0.15756991620936775
2018,free,elitserien,handball15,or_tools,gecode,0.7590343221044032,0.24096567789559664
2018,free,elitserien,handball16,or_tools,gecode,0.8190083300277667,0.18099166997223323
2018,free,elitserien,handball18,or_tools,gecode,0.42460291014106405,0.5753970898589359
2018,free,elitserien,handball6,or_tools,gecode,0.740388136213841,0.2596118637861589
2018,free,gfd_schedule,n100f7d50m20k10,or_tools,gecode,1.0,0.0
2018,free,gfd_schedule,n200f5d50m40k6,or_tools,gecode,1.0,0.0
2018,free,gfd_schedule,n65f2d50m20k10,or_tools,gecode,1.0,0.0
2018,free,gfd_schedule,n80f7d30m7k7,or_tools,gecode,1.0,0.0
2018,free,gfd_schedule,n90f5d40m30k6,or_tools,gecode,1.0,0.0
2018,free,largescheduling,instance_0100_4,or_tools,gecode,0.0,1.0
2018,free,largescheduling,instance_0400_4,or_tools,gecode,1.0,0.0
2018,free,largescheduling,instance_0800_4,or_tools,gecode,1.0,0.0
2018,free,largescheduling,instance_1600_4,or_tools,gecode,1.0,0.0
2018,free,largescheduling,instance_3200_4,or_tools,gecode,1.0,0.0
2018,free,mapping,full2x2_mp3,or_tools,gecode,1.0,0.0
2018,free,mapping,mesh3x3_mp3_2,or_tools,gecode,1.0,0.0
2018,free,mapping,mesh3x3_mpeg,or_tools,gecode,1.0,0.0
2018,free,mapping,mesh_star_2,or_tools,gecode,1.0,0.0
2018,free,mapping,ring_mp3,or_tools,gecode,1.0,0.0
2018,free,neighbours,neighbours1,or_tools,gecode,0.9643782261848897,0.03562177381511028
2018,free,neighbours,neighbours3,or_tools,gecode,1.0,0.0
2018,free,neighbours,neighbours5,or_tools,gecode,1.0,0.0
2018,free,neighbours,neighbours7,or_tools,gecode,1.0,0.0
2018,free,neighbours,neighbours9,or_tools,gecode,1.0,0.0
2018,free,on_call_rostering,10s_100d_C,or_tools,gecode,1.0,0.0
2018,free,on_call_rostering,20s_100d_B,or_tools,gecode,1.0,0.0
2018,free,on_call_rostering,2s_200d,or_tools,gecode,0.0,1.0
2018,free,on_call_rostering,30s_400d_A,or_tools,gecode,1.0,0.0
2018,free,on_call_rostering,4s_100d,or_tools,gecode,1.0,0.0
2018,free,oocsp_racks,oocsp_racks_030_f7,or_tools,gecode,1.0,0.0
2018,free,oocsp_racks,oocsp_racks_030_mii8_cc,or_tools,gecode,1.0,0.0
2018,free,oocsp_racks,oocsp_racks_050_e5,or_tools,gecode,1.0,0.0
2018,free,oocsp_racks,oocsp_racks_050_r1,or_tools,gecode,0.048877467619966274,0.9511225323800336
2018,free,oocsp_racks,oocsp_racks_100_r1_cc,or_tools,gecode,0.0,1.0
2018,free,opt_cryptanalysis,r10,or_tools,gecode,0.0,1.0
2018,free,opt_cryptanalysis,r12,or_tools,gecode,0.0,1.0
2018,free,opt_cryptanalysis,r14,or_tools,gecode,0.0,1.0
2018,free,opt_cryptanalysis,r6,or_tools,gecode,0.0,1.0
2018,free,opt_cryptanalysis,r8,or_tools,gecode,0.0,1.0
2018,free,proteindesign12,1CM1_dot_17p_dot_19aa_dot_usingEref_self,or_tools,gecode,0.0,1.0
2018,free,proteindesign12,1HZ5_dot_12p_dot_9aa_dot_usingEref_self_x,or_tools,gecode,0.0,1.0
2018,free,proteindesign12,1PGB_dot_11p_dot_9aa_dot_usingEref_self_x,or_tools,gecode,0.0,1.0
2018,free,proteindesign12,2DHC_dot_14p_dot_19aa_dot_usingEref_self,or_tools,gecode,0.0,1.0
2018,free,proteindesign12,2PCY_dot_18p_dot_8aa_dot_usingEref_self,or_tools,gecode,1.0,0.0
2018,free,racp,j30_13_6_1_dot_25,or_tools,gecode,1.0,0.0
2018,free,racp,j30_14_7_1_dot_25,or_tools,gecode,1.0,0.0
2018,free,racp,j30_26_2_1_dot_0,or_tools,gecode,1.0,0.0
2018,free,racp,j60_14_7_1_dot_25,or_tools,gecode,1.0,0.0
2018,free,racp,j60_29_10_1_dot_0,or_tools,gecode,1.0,0.0
2018,free,rotating_workforce,Example1014,or_tools,gecode,1.0,0.0
2018,free,rotating_workforce,Example103,or_tools,gecode,0.9984855072817787,0.0015144927182213015
2018,free,rotating_workforce,Example1479,or_tools,gecode,0.6097244094488189,0.39027559055118116
2018,free,rotating_workforce,Example1780,or_tools,gecode,0.9902355204717063,0.009764479528293794
2018,free,rotating_workforce,Example593,or_tools,gecode,0.0,1.0
2018,free,seat_moving,sm_10_12_00,or_tools,gecode,1.0,0.0
