year,track,problem,instance,solver1,solver2,score1,score2
2017,free,cargo,challenge01_0s_1913,or_tools_lcg_core,chuffed,0.9959433198380566,0.00405668016194332
2017,free,cargo,challenge02_0s_1139,or_tools_lcg_core,chuffed,0.9980913562570722,0.0019086437429277417
2017,free,cargo,challenge06_1s_3927,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,cargo,challenge16_10720f_4243,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,cargo,challenge19_31058f_2548,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,city_position,city_5_05,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,city_position,city_5_06,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,city_position,city_5_08,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,city_position,city_7_04,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,city_position,city_8_06,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,community_detection,Sampson_dot_s10_dot_k3,or_tools_lcg_core,chuffed,0.998011309422175,0.001988690577825096
2017,free,community_detection,Strike_dot_s2_dot_k8,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,community_detection,Strike_dot_s6_dot_k5,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,community_detection,dolphin_dot_s62_dot_k3,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,community_detection,mexican_dot_s26_dot_k4,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,crosswords,grid_05_dot_02_dict_55,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,crosswords,grid_05_dot_04_dict_80,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,crosswords,grid_19_dot_05_dict_80,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,crosswords,grid_23_dot_10_dict_35,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,crosswords,grid_puzzle06_dict_55,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,gbac,UD2_gbac,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,gbac,UD4_gbac,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,gbac,UD5_gbac,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,gbac,UD8_gbac,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,gbac,reduced_UD4_gbac,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,groupsplitter,u12g1pref0,or_tools_lcg_core,chuffed,0.4523147157429203,0.5476852842570796
2017,free,groupsplitter,u12g1pref1,or_tools_lcg_core,chuffed,0.3588594316231165,0.6411405683768834
2017,free,groupsplitter,u15g3pref2,or_tools_lcg_core,chuffed,0.6435338864122107,0.3564661135877893
2017,free,groupsplitter,u5g1pref0,or_tools_lcg_core,chuffed,0.3768545994065282,0.6231454005934719
2017,free,groupsplitter,u6g3pref0,or_tools_lcg_core,chuffed,0.5178110228546366,0.48218897714536324
2017,free,hrc,exp1_1_5145,or_tools_lcg_core,chuffed,0.7480261673810061,0.2519738326189939
2017,free,hrc,exp1_1_5670,or_tools_lcg_core,chuffed,0.4860724233983287,0.5139275766016713
2017,free,hrc,exp1_1_945,or_tools_lcg_core,chuffed,0.5977473853580049,0.4022526146419952
2017,free,hrc,exp2_1_4795,or_tools_lcg_core,chuffed,0.657350352112676,0.3426496478873239
2017,free,hrc,exp2_1_5180,or_tools_lcg_core,chuffed,0.7252867506991448,0.27471324930085517
2017,free,jp_encoding,data1400,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,jp_encoding,data1900,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,jp_encoding,data200,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,jp_encoding,data300,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,jp_encoding,data900,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,ma_path_finding,ins_g16_p10_a10,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,ma_path_finding,ins_g16_p10_a20,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,ma_path_finding,ins_g16_p20_a20,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,ma_path_finding,ins_g16_p20_a40,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,ma_path_finding,ins_g24_p10_a05,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,mario,mario_medium_1,or_tools_lcg_core,chuffed,0.8398692810457516,0.16013071895424838
2017,free,mario,mario_medium_3,or_tools_lcg_core,chuffed,0.9085985197312323,0.09140148026876768
2017,free,mario,mario_medium_4,or_tools_lcg_core,chuffed,0.8910301275365501,0.1089698724634499
2017,free,mario,mario_medium_5,or_tools_lcg_core,chuffed,0.8074276855175496,0.19257231448245038
2017,free,mario,mario_n_medium_1,or_tools_lcg_core,chuffed,0.8871421486043368,0.11285785139566311
2017,free,opd,flener_et_al_15_350_100,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,opd,medium_13_250_80,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,opd,small_bibd_06_50_25,or_tools_lcg_core,chuffed,0.708766349502317,0.29123365049768296
2017,free,opd,small_bibd_06_60_30,or_tools_lcg_core,chuffed,0.29571684167805146,0.7042831583219485
2017,free,opd,small_bibd_08_28_14,or_tools_lcg_core,chuffed,0.5196221486083791,0.480377851391621
2017,free,opt_cryptanalysis,r11,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,opt_cryptanalysis,r5,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,opt_cryptanalysis,r7,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,opt_cryptanalysis,r9,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,rcpsp_wet,j30_1_3_wet,or_tools_lcg_core,chuffed,0.7505154639175258,0.24948453608247423
2017,free,rcpsp_wet,j30_43_10_wet,or_tools_lcg_core,chuffed,0.9626734726431648,0.03732652735683522
2017,free,rcpsp_wet,j60_19_6_wet,or_tools_lcg_core,chuffed,0.9986048691519857,0.0013951308480143001
2017,free,rcpsp_wet,j60_28_3_wet,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,rcpsp_wet,j90_48_4_wet,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,rel2onto,3_9,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,rel2onto,5_17,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,rel2onto,5_28,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,rel2onto,5_5,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,rel2onto,5_6,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,road_cons,road_17,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,road_cons,road_18,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,road_cons,road_25,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,road_cons,road_26,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,road_cons,road_33,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,routing_flexible,routing_GCM_0001,or_tools_lcg_core,chuffed,0.02234561275555372,0.9776543872444463
2017,free,routing_flexible,routing_GCM_0005,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,routing_flexible,routing_GCM_0006,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,routing_flexible,routing_GCM_0007,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,routing_flexible,routing_GCM_0022,or_tools_lcg_core,chuffed,0.30916188617921975,0.6908381138207802
2017,free,steelmillslab,bench_13_0,or_tools_lcg_core,chuffed,1.0,0.0
2017,free,steelmillslab,bench_14_1,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,steelmillslab,bench_15_11,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,steelmillslab,bench_16_10,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,steelmillslab,bench_19_5,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,tc_graph_color,k10_31,or_tools_lcg_core,chuffed,0.5770430442919526,0.4229569557080474
2017,free,tc_graph_color,k10_34,or_tools_lcg_core,chuffed,0.4763749031758327,0.5236250968241674
2017,free,tc_graph_color,k2_42,or_tools_lcg_core,chuffed,0.3333333333333333,0.6666666666666666
2017,free,tc_graph_color,k5_05,or_tools_lcg_core,chuffed,0.5205555555555555,0.47944444444444445
2017,free,tc_graph_color,k9_39,or_tools_lcg_core,chuffed,0.4191752694918155,0.5808247305081846
2017,free,tdtsp,inst_10_35_20,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,tdtsp,inst_10_42_00,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,tdtsp,inst_10_58_20,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,tdtsp,inst_20_26_00,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,tdtsp,inst_20_36_10,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,traveling_tppv,circ14anonbal,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,traveling_tppv,circ20hnonbal,or_tools_lcg_core,chuffed,0.8424457476667504,0.15755425233324966
2017,free,traveling_tppv,circ20inonbal,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,traveling_tppv,circ8abal,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,traveling_tppv,circ8dbal,or_tools_lcg_core,chuffed,0.0,1.0
2017,free,cargo,challenge01_0s_1913,or_tools_lcg_core,or_tools_lcg,0.5378228782287822,0.46217712177121767
2017,free,cargo,challenge02_0s_1139,or_tools_lcg_core,or_tools_lcg,0.6577639751552795,0.3422360248447205
2017,free,cargo,challenge06_1s_3927,or_tools_lcg_core,or_tools_lcg,0.0,1.0
2017,free,cargo,challenge16_10720f_4243,or_tools_lcg_core,or_tools_lcg,0.0,1.0
2017,free,cargo,challenge19_31058f_2548,or_tools_lcg_core,or_tools_lcg,0.0,1.0
2017,free,city_position,city_5_05,or_tools_lcg_core,or_tools_lcg,0.0,1.0
2017,free,city_position,city_5_06,or_tools_lcg_core,or_tools_lcg,0.0,1.0
2017,free,city_position,city_5_08,or_tools_lcg_core,or_tools_lcg,0.0,1.0
2017,free,city_position,city_7_04,or_tools_lcg_core,or_tools_lcg,0.0,1.0
2017,free,city_position,city_8_06,or_tools_lcg_core,or_tools_lcg,1.0,0.0
2017,free,community_detection,Sampson_dot_s10_dot_k3,or_tools_lcg_core,or_tools_lcg,0.0,1.0
2017,free,community_detection,Strike_dot_s2_dot_k8,or_tools_lcg_core,or_tools_lcg,1.0,0.0
2017,free,community_detection,Strike_dot_s6_dot_k5,or_tools_lcg_core,or_tools_lcg,0.9535622229502762,0.04643777704972389
2017,free,community_detection,dolphin_dot_s62_dot_k3,or_tools_lcg_core,or_tools_lcg,0.0,1.0
2017,free,community_detection,mexican_dot_s26_dot_k4,or_tools_lcg_core,or_tools_lcg,0.0,1.0
2017,free,crosswords,grid_05_dot_02_dict_55,or_tools_lcg_core,or_tools_lcg,0.0,1.0
