year,problem,problemType,instance,solver,status,instanceType,lastObjValue,lastObjTime,totalTime
2013,black-hole,SAT,12,cbc-free,UNK,,,,900.0
2013,black-hole,SAT,16,cbc-free,UNK,,,,900.0
2013,black-hole,SAT,18,cbc-free,UNK,,,,900.0
2013,black-hole,SAT,4,cbc-free,UNK,,,,900.0
2013,black-hole,SAT,6,cbc-free,UNK,,,,900.0
2013,cargo,MIN,challenge04_1s_626,cbc-free,MZN,,,,900.0
2013,cargo,MIN,challenge05_1s_954,cbc-free,MZN,,,,900.0
2013,cargo,MIN,challenge07_1s_133,cbc-free,MZN,,,,900.0
2013,cargo,MIN,challenge08_222f_3475,cbc-free,MZN,,,,900.0
2013,cargo,MIN,challenge10_15966f_2060,cbc-free,MZN,,,,900.0
2013,celar,MIN,CELAR6-SUB2,cbc-free,UNK,,,,900.0
2013,celar,MIN,CELAR6-SUB3,cbc-free,UNK,,,,900.0
2013,celar,MIN,CELAR7-SUB3,cbc-free,UNK,,,,900.0
2013,celar,MIN,graph11,cbc-free,UNK,,,,900.0
2013,celar,MIN,scen06,cbc-free,UNK,,,,900.0
2013,filters,MIN,ar_2_3,cbc-free,UNK,,,,900.0
2013,filters,MIN,dct_2_2,cbc-free,UNK,,,,900.0
2013,filters,MIN,dfq_1_1,cbc-free,C,sat,4.0,1.235,1.235
2013,filters,MIN,ewf_2_1,cbc-free,C,sat,21.0,136.175,136.175
2013,filters,MIN,fir_2_3,cbc-free,C,sat,10.0,19.039,19.039
2013,fjsp,MIN,easy01,cbc-free,UNK,,,,900.0
2013,fjsp,MIN,easy02,cbc-free,MZN,,,,900.0
2013,fjsp,MIN,hard19,cbc-free,MZN,,,,900.0
2013,fjsp,MIN,med04,cbc-free,MZN,,,,900.0
2013,fjsp,MIN,med10,cbc-free,MZN,,,,900.0
2013,ghoulomb,MIN,3-11-29,cbc-free,MZN,,,,900.0
2013,ghoulomb,MIN,3-9-16,cbc-free,MZN,,,,900.0
2013,ghoulomb,MIN,4-9-10,cbc-free,UNK,,,,900.0
2013,ghoulomb,MIN,4-9-20,cbc-free,MZN,,,,900.0
2013,ghoulomb,MIN,5-7-22,cbc-free,MZN,,,,900.0
2013,javarouting,MIN,trip_6_3,cbc-free,UNK,,,,900.0
2013,javarouting,MIN,trip_7_1,cbc-free,UNK,,,,900.0
2013,javarouting,MIN,trip_7_2,cbc-free,UNK,,,,900.0
2013,javarouting,MIN,trip_8_1,cbc-free,UNK,,,,900.0
2013,javarouting,MIN,trip_8_5,cbc-free,UNK,,,,900.0
2013,l2p,MIN,l2p1,cbc-free,UNK,,,,900.0
2013,l2p,MIN,l2p12,cbc-free,UNK,,,,900.0
2013,l2p,MIN,l2p13,cbc-free,UNK,,,,900.0
2013,l2p,MIN,l2p16,cbc-free,UNK,,,,900.0
2013,l2p,MIN,l2p2,cbc-free,UNK,,,,900.0
2013,league,MIN,model15-4-3,cbc-free,S,sat,290.0,900.0,900.0
2013,league,MIN,model20-5-4,cbc-free,UNK,,,,900.0
2013,league,MIN,model30-8-4,cbc-free,S,sat,1080.0,900.0,900.0
2013,league,MIN,model40-5-11,cbc-free,UNK,,,,900.0
2013,league,MIN,model55-13-15,cbc-free,UNK,,,,900.0
2013,mario,MAX,mario_easy_2,cbc-free,UNK,,,,900.0
2013,mario,MAX,mario_easy_4,cbc-free,UNK,,,,900.0
2013,mario,MAX,mario_n_medium_2,cbc-free,UNK,,,,900.0
2013,mario,MAX,mario_n_medium_4,cbc-free,UNK,,,,900.0
2013,mario,MAX,mario_t_hard_1,cbc-free,UNK,,,,900.0
2013,nmseq,SAT,143,cbc-free,UNK,,,,900.0
2013,nmseq,SAT,202,cbc-free,UNK,,,,900.0
2013,nmseq,SAT,395,cbc-free,UNK,,,,900.0
2013,nmseq,SAT,478,cbc-free,UNK,,,,900.0
2013,nmseq,SAT,99,cbc-free,S,sat,,,22.345
2013,nonogram,SAT,dom_06,cbc-free,UNK,,,,900.0
2013,nonogram,SAT,dom_08,cbc-free,UNK,,,,900.0
2013,nonogram,SAT,dom_10,cbc-free,UNK,,,,900.0
2013,nonogram,SAT,dom_12,cbc-free,UNK,,,,900.0
2013,nonogram,SAT,dom_14,cbc-free,UNK,,,,900.0
2013,on-call-rostering,MIN,10s-150d,cbc-free,UNK,,,,900.0
2013,on-call-rostering,MIN,10s-50d,cbc-free,S,sat,1.0,900.0,900.0
2013,on-call-rostering,MIN,20s-200d,cbc-free,UNK,,,,900.0
2013,on-call-rostering,MIN,4s-10d,cbc-free,C,sat,1.0,0.591,0.591
2013,on-call-rostering,MIN,4s-23d,cbc-free,UNK,,,,900.0
2013,pattern-set-mining,MAX,anneal-k1,cbc-free,S,sat,485.0,900.0,900.0
2013,pattern-set-mining,MAX,hypothyroid-k1,cbc-free,S,sat,2851.0,900.0,900.0
2013,pattern-set-mining,MAX,kr-vs-kp-k2,cbc-free,UNK,,,,900.0
2013,pattern-set-mining,MAX,splice-1-k1,cbc-free,UNK,,,,900.0
2013,pattern-set-mining,MAX,yeast-k2,cbc-free,UNK,,,,900.0
2013,pentominoes-int,SAT,02,cbc-free,MZN,,,,900.0
2013,pentominoes-int,SAT,04,cbc-free,MZN,,,,900.0
2013,pentominoes-int,SAT,05,cbc-free,MZN,,,,900.0
2013,pentominoes-int,SAT,06,cbc-free,MZN,,,,900.0
2013,pentominoes-int,SAT,07,cbc-free,MZN,,,,900.0
2013,proteindesign12,MIN,1HZ5.12p.19aa.usingEref_self,cbc-free,MZN,,,,900.0
2013,proteindesign12,MIN,1HZ5.12p.9aa.usingEref_self,cbc-free,MZN,,,,900.0
2013,proteindesign12,MIN,1PGB.11p.9aa.usingEref_self,cbc-free,MZN,,,,900.0
2013,proteindesign12,MIN,1UBI.13p.9aa.usingEref_self,cbc-free,MZN,,,,900.0
2013,proteindesign12,MIN,2TRX.11p.8aa.usingEref_self,cbc-free,MZN,,,,900.0
2013,radiation,MIN,i6-11,cbc-free,UNK,,,,900.0
2013,radiation,MIN,i6-7,cbc-free,C,sat,635.0,3.984,3.984
2013,radiation,MIN,i7-15,cbc-free,S,sat,1309.0,900.0,900.0
2013,radiation,MIN,i8-7,cbc-free,C,sat,1046.0,9.325,9.325
2013,radiation,MIN,i9-23,cbc-free,S,sat,5598.0,900.0,900.0
2013,rcpsp,MIN,11,cbc-free,UNK,,,,900.0
2013,rcpsp,MIN,12,cbc-free,UNK,,,,900.0
2013,rcpsp,MIN,13,cbc-free,UNK,,,,900.0
2013,rcpsp,MIN,14,cbc-free,UNK,,,,900.0
2013,rcpsp,MIN,15,cbc-free,UNK,,,,900.0
2013,rubik,SAT,4-cube,cbc-free,UNK,,,,900.0
2013,rubik,SAT,5-cube,cbc-free,UNK,,,,900.0
2013,rubik,SAT,6-cube,cbc-free,UNK,,,,900.0
2013,rubik,SAT,7-cube,cbc-free,UNK,,,,900.0
2013,rubik,SAT,8-cube,cbc-free,UNK,,,,900.0
2013,vrp,MIN,A-n33-k6.vrp,cbc-free,S,sat,789.0,900.0,900.0
2013,vrp,MIN,A-n63-k10.vrp,cbc-free,S,sat,1783.0,900.0,900.0
2013,vrp,MIN,B-n52-k7.vrp,cbc-free,S,sat,883.0,900.0,900.0
2013,vrp,MIN,P-n16-k8.vrp,cbc-free,C,sat,450.0,75.703,75.703
2013,vrp,MIN,P-n51-k10.vrp,cbc-free,S,sat,903.0,900.0,900.0
2013,black-hole,SAT,12,choco-fd,C,sat,,,2.767
2013,black-hole,SAT,16,choco-fd,UNK,,,,900.0
2013,black-hole,SAT,18,choco-fd,C,sat,,,11.79
2013,black-hole,SAT,4,choco-fd,UNK,,,,900.0
2013,black-hole,SAT,6,choco-fd,C,unsat,,,0.537
2013,cargo,MIN,challenge04_1s_626,choco-fd,S,sat,3787.0,900.0,900.0
2013,cargo,MIN,challenge05_1s_954,choco-fd,S,sat,6683.0,900.0,900.0
2013,cargo,MIN,challenge07_1s_133,choco-fd,S,sat,1761.0,900.0,900.0
2013,cargo,MIN,challenge08_222f_3475,choco-fd,S,sat,48659.0,900.0,900.0
2013,cargo,MIN,challenge10_15966f_2060,choco-fd,S,sat,31956.0,900.0,900.0
2013,celar,MIN,CELAR6-SUB2,choco-fd,S,sat,11844.0,900.0,900.0
2013,celar,MIN,CELAR6-SUB3,choco-fd,S,sat,16745.0,900.0,900.0
2013,celar,MIN,CELAR7-SUB3,choco-fd,S,sat,10391751.0,900.0,900.0
2013,celar,MIN,graph11,choco-fd,S,sat,490307.0,900.0,900.0
2013,celar,MIN,scen06,choco-fd,S,sat,154598.0,900.0,900.0
2013,filters,MIN,ar_2_3,choco-fd,C,sat,15.0,0.71,0.71
2013,filters,MIN,dct_2_2,choco-fd,C,sat,18.0,0.635,0.635
2013,filters,MIN,dfq_1_1,choco-fd,C,sat,4.0,0.441,0.441
2013,filters,MIN,ewf_2_1,choco-fd,C,sat,21.0,0.623,0.623
2013,filters,MIN,fir_2_3,choco-fd,C,sat,10.0,0.483,0.483
2013,fjsp,MIN,easy01,choco-fd,C,sat,253.0,0.756,0.756
2013,fjsp,MIN,easy02,choco-fd,C,sat,11.0,128.23,128.23
2013,fjsp,MIN,hard19,choco-fd,S,sat,15215.0,900.0,900.0
2013,fjsp,MIN,med04,choco-fd,S,sat,3377.0,900.0,900.0
2013,fjsp,MIN,med10,choco-fd,S,sat,1103.0,900.0,900.0
2013,ghoulomb,MIN,3-11-29,choco-fd,UNK,,,,900.0
2013,ghoulomb,MIN,3-9-16,choco-fd,C,sat,44.0,67.689,67.689
2013,ghoulomb,MIN,4-9-10,choco-fd,C,sat,44.0,658.979,658.979
2013,ghoulomb,MIN,4-9-20,choco-fd,S,sat,44.0,900.0,900.0
2013,ghoulomb,MIN,5-7-22,choco-fd,UNK,,,,900.0
2013,javarouting,MIN,trip_6_3,choco-fd,C,sat,67.0,28.529,28.529
2013,javarouting,MIN,trip_7_1,choco-fd,C,sat,52.0,200.487,200.487
2013,javarouting,MIN,trip_7_2,choco-fd,C,sat,70.0,135.33,135.33
2013,javarouting,MIN,trip_8_1,choco-fd,S,sat,79.0,900.0,900.0
2013,javarouting,MIN,trip_8_5,choco-fd,S,sat,60.0,900.0,900.0
2013,l2p,MIN,l2p1,choco-fd,C,sat,6.0,6.931,6.931
2013,l2p,MIN,l2p12,choco-fd,C,sat,5.0,32.615,32.615
2013,l2p,MIN,l2p13,choco-fd,C,sat,6.0,105.773,105.773
2013,l2p,MIN,l2p16,choco-fd,C,sat,7.0,462.96,462.96
2013,l2p,MIN,l2p2,choco-fd,UNK,,,,900.0
2013,league,MIN,model15-4-3,choco-fd,C,sat,290.0,9.807,9.807
2013,league,MIN,model20-5-4,choco-fd,C,sat,185.0,515.163,515.163
2013,league,MIN,model30-8-4,choco-fd,S,sat,3379.0,900.0,900.0
2013,league,MIN,model40-5-11,choco-fd,S,sat,2266.0,900.0,900.0
2013,league,MIN,model55-13-15,choco-fd,UNK,,,,900.0
2013,mario,MAX,mario_easy_2,choco-fd,C,sat,628.0,1.096,1.096
2013,mario,MAX,mario_easy_4,choco-fd,C,sat,545.0,1.818,1.818
2013,mario,MAX,mario_n_medium_2,choco-fd,C,sat,1053.0,142.759,142.759
2013,mario,MAX,mario_n_medium_4,choco-fd,C,sat,832.0,105.714,105.714
2013,mario,MAX,mario_t_hard_1,choco-fd,C,sat,4783.0,12.47,12.47
2013,nmseq,SAT,143,choco-fd,C,sat,,,212.424
2013,nmseq,SAT,202,choco-fd,UNK,,,,900.0
2013,nmseq,SAT,395,choco-fd,UNK,,,,900.0
2013,nmseq,SAT,478,choco-fd,UNK,,,,900.0
2013,nmseq,SAT,99,choco-fd,C,sat,,,42.622
2013,nonogram,SAT,dom_06,choco-fd,C,sat,,,0.891
2013,nonogram,SAT,dom_08,choco-fd,C,sat,,,15.046
2013,nonogram,SAT,dom_10,choco-fd,UNK,,,,900.0
2013,nonogram,SAT,dom_12,choco-fd,UNK,,,,900.0
2013,nonogram,SAT,dom_14,choco-fd,UNK,,,,900.0
2013,on-call-rostering,MIN,10s-150d,choco-fd,S,sat,86.0,900.0,900.0
2013,on-call-rostering,MIN,10s-50d,choco-fd,S,sat,23.0,900.0,900.0
2013,on-call-rostering,MIN,20s-200d,choco-fd,S,sat,143.0,900.0,900.0
2013,on-call-rostering,MIN,4s-10d,choco-fd,C,sat,1.0,0.605,0.605
2013,on-call-rostering,MIN,4s-23d,choco-fd,C,sat,2.0,157.865,157.865
2013,pattern-set-mining,MAX,anneal-k1,choco-fd,C,sat,494.0,29.35,29.35
2013,pattern-set-mining,MAX,hypothyroid-k1,choco-fd,C,sat,2851.0,809.494,809.494
2013,pattern-set-mining,MAX,kr-vs-kp-k2,choco-fd,S,sat,863.0,900.0,900.0
2013,pattern-set-mining,MAX,splice-1-k1,choco-fd,S,sat,108.0,900.0,900.0
2013,pattern-set-mining,MAX,yeast-k2,choco-fd,S,sat,34.0,900.0,900.0
2013,pentominoes-int,SAT,02,choco-fd,C,sat,,,1.802
2013,pentominoes-int,SAT,04,choco-fd,C,sat,,,231.512
2013,pentominoes-int,SAT,05,choco-fd,C,unsat,,,1.609
2013,pentominoes-int,SAT,06,choco-fd,C,unsat,,,1.748
2013,pentominoes-int,SAT,07,choco-fd,C,unsat,,,1.703
2013,proteindesign12,MIN,1HZ5.12p.19aa.usingEref_self,choco-fd,MZN,,,,900.0
2013,proteindesign12,MIN,1HZ5.12p.9aa.usingEref_self,choco-fd,MZN,,,,900.0
2013,proteindesign12,MIN,1PGB.11p.9aa.usingEref_self,choco-fd,MZN,,,,900.0
2013,proteindesign12,MIN,1UBI.13p.9aa.usingEref_self,choco-fd,MZN,,,,900.0
2013,proteindesign12,MIN,2TRX.11p.8aa.usingEref_self,choco-fd,MZN,,,,900.0
2013,radiation,MIN,i6-11,choco-fd,C,sat,895.0,182.739,182.739
2013,radiation,MIN,i6-7,choco-fd,UNK,,,,900.0
2013,radiation,MIN,i7-15,choco-fd,C,sat,1308.0,20.561,20.561
2013,radiation,MIN,i8-7,choco-fd,C,sat,1046.0,12.62,12.62
2013,radiation,MIN,i9-23,choco-fd,UNK,,,,900.0
2013,rcpsp,MIN,11,choco-fd,S,sat,79.0,900.0,900.0
2013,rcpsp,MIN,12,choco-fd,S,sat,39.0,900.0,900.0
2013,rcpsp,MIN,13,choco-fd,S,sat,78.0,900.0,900.0
2013,rcpsp,MIN,14,choco-fd,S,sat,141.0,900.0,900.0
2013,rcpsp,MIN,15,choco-fd,S,sat,313.0,900.0,900.0
2013,rubik,SAT,4-cube,choco-fd,C,sat,,,10.227
2013,rubik,SAT,5-cube,choco-fd,UNK,,,,900.0
2013,rubik,SAT,6-cube,choco-fd,UNK,,,,900.0
2013,rubik,SAT,7-cube,choco-fd,UNK,,,,900.0
2013,rubik,SAT,8-cube,choco-fd,UNK,,,,900.0
2013,vrp,MIN,A-n33-k6.vrp,choco-fd,S,sat,2306.0,900.0,900.0
2013,vrp,MIN,A-n63-k10.vrp,choco-fd,S,sat,5477.0,900.0,900.0
2013,vrp,MIN,B-n52-k7.vrp,choco-fd,S,sat,4134.0,900.0,900.0
2013,vrp,MIN,P-n16-k8.vrp,choco-fd,C,sat,450.0,282.821,282.821
2013,vrp,MIN,P-n51-k10.vrp,choco-fd,S,sat,2251.0,900.0,900.0
2013,black-hole,SAT,12,choco-par,C,sat,,,1.073
2013,black-hole,SAT,16,choco-par,C,sat,,,1.387
2013,black-hole,SAT,18,choco-par,C,sat,,,1.084
2013,black-hole,SAT,4,choco-par,C,sat,,,4.217
2013,black-hole,SAT,6,choco-par,C,unsat,,,0.541
2013,cargo,MIN,challenge04_1s_626,choco-par,S,sat,1434.0,900.0,900.0
2013,cargo,MIN,challenge05_1s_954,choco-par,S,sat,6683.0,900.0,900.0
2013,cargo,MIN,challenge07_1s_133,choco-par,S,sat,1761.0,900.0,900.0
2013,cargo,MIN,challenge08_222f_3475,choco-par,S,sat,44583.0,900.0,900.0
2013,cargo,MIN,challenge10_15966f_2060,choco-par,S,sat,23379.0,900.0,900.0
2013,celar,MIN,CELAR6-SUB2,choco-par,S,sat,2746.0,900.0,900.0
2013,celar,MIN,CELAR6-SUB3,choco-par,S,sat,4437.0,900.0,900.0
2013,celar,MIN,CELAR7-SUB3,choco-par,S,sat,243466.0,900.0,900.0
2013,celar,MIN,graph11,choco-par,S,sat,305744.0,900.0,900.0
2013,celar,MIN,scen06,choco-par,S,sat,4558.0,900.0,900.0
2013,filters,MIN,ar_2_3,choco-par,C,sat,15.0,0.962,0.962
2013,filters,MIN,dct_2_2,choco-par,C,sat,18.0,0.647,0.647
2013,filters,MIN,dfq_1_1,choco-par,C,sat,4.0,0.457,0.457
2013,filters,MIN,ewf_2_1,choco-par,C,sat,21.0,0.591,0.591
2013,filters,MIN,fir_2_3,choco-par,C,sat,10.0,0.5,0.5
2013,fjsp,MIN,easy01,choco-par,C,sat,253.0,0.923,0.923
2013,fjsp,MIN,easy02,choco-par,C,sat,11.0,1.663,1.663
2013,fjsp,MIN,hard19,choco-par,S,sat,6307.0,900.0,900.0
2013,fjsp,MIN,med04,choco-par,S,sat,2960.0,900.0,900.0
2013,fjsp,MIN,med10,choco-par,S,sat,1078.0,900.0,900.0
2013,ghoulomb,MIN,3-11-29,choco-par,UNK,,,,900.0
2013,ghoulomb,MIN,3-9-16,choco-par,C,sat,44.0,73.389,73.389
2013,ghoulomb,MIN,4-9-10,choco-par,C,sat,44.0,329.346,329.346
2013,ghoulomb,MIN,4-9-20,choco-par,C,sat,44.0,485.404,485.404
2013,ghoulomb,MIN,5-7-22,choco-par,UNK,,,,900.0
2013,javarouting,MIN,trip_6_3,choco-par,C,sat,67.0,22.758,22.758
2013,javarouting,MIN,trip_7_1,choco-par,C,sat,52.0,92.996,92.996
2013,javarouting,MIN,trip_7_2,choco-par,C,sat,70.0,129.882,129.882
2013,javarouting,MIN,trip_8_1,choco-par,S,sat,58.0,900.0,900.0
2013,javarouting,MIN,trip_8_5,choco-par,S,sat,60.0,900.0,900.0
2013,l2p,MIN,l2p1,choco-par,C,sat,6.0,8.047,8.047
2013,l2p,MIN,l2p12,choco-par,C,sat,5.0,38.68,38.68
2013,l2p,MIN,l2p13,choco-par,C,sat,6.0,133.993,133.993
2013,l2p,MIN,l2p16,choco-par,C,sat,7.0,156.327,156.327
2013,l2p,MIN,l2p2,choco-par,UNK,,,,900.0
2013,league,MIN,model15-4-3,choco-par,C,sat,290.0,1.751,1.751
2013,league,MIN,model20-5-4,choco-par,C,sat,185.0,3.993,3.993
2013,league,MIN,model30-8-4,choco-par,C,sat,479.0,638.971,638.971
2013,league,MIN,model40-5-11,choco-par,S,sat,264.0,900.0,900.0
2013,league,MIN,model55-13-15,choco-par,UNK,,,,900.0
2013,mario,MAX,mario_easy_2,choco-par,C,sat,628.0,0.797,0.797
2013,mario,MAX,mario_easy_4,choco-par,C,sat,545.0,1.311,1.311
2013,mario,MAX,mario_n_medium_2,choco-par,C,sat,1053.0,102.046,102.046
2013,mario,MAX,mario_n_medium_4,choco-par,C,sat,832.0,61.95,61.95
2013,mario,MAX,mario_t_hard_1,choco-par,C,sat,4783.0,6.271,6.271
2013,nmseq,SAT,143,choco-par,C,sat,,,7.589
2013,nmseq,SAT,202,choco-par,C,sat,,,15.978
2013,nmseq,SAT,395,choco-par,C,sat,,,260.919
2013,nmseq,SAT,478,choco-par,UNK,,,,900.0
2013,nmseq,SAT,99,choco-par,C,sat,,,3.286
2013,nonogram,SAT,dom_06,choco-par,C,sat,,,1.043
2013,nonogram,SAT,dom_08,choco-par,C,sat,,,1.722
2013,nonogram,SAT,dom_10,choco-par,C,sat,,,2.706
2013,nonogram,SAT,dom_12,choco-par,C,sat,,,19.448
2013,nonogram,SAT,dom_14,choco-par,C,sat,,,52.745
2013,on-call-rostering,MIN,10s-150d,choco-par,S,sat,18.0,900.0,900.0
2013,on-call-rostering,MIN,10s-50d,choco-par,S,sat,10.0,900.0,900.0
2013,on-call-rostering,MIN,20s-200d,choco-par,S,sat,75.0,900.0,900.0
2013,on-call-rostering,MIN,4s-10d,choco-par,C,sat,1.0,0.611,0.611
2013,on-call-rostering,MIN,4s-23d,choco-par,C,sat,2.0,42.141,42.141
2013,pattern-set-mining,MAX,anneal-k1,choco-par,C,sat,494.0,23.573,23.573
2013,pattern-set-mining,MAX,hypothyroid-k1,choco-par,C,sat,2851.0,168.485,168.485
2013,pattern-set-mining,MAX,kr-vs-kp-k2,choco-par,S,sat,1063.0,900.0,900.0
2013,pattern-set-mining,MAX,splice-1-k1,choco-par,S,sat,350.0,900.0,900.0
2013,pattern-set-mining,MAX,yeast-k2,choco-par,S,sat,43.0,900.0,900.0
2013,pentominoes-int,SAT,02,choco-par,C,sat,,,2.222
2013,pentominoes-int,SAT,04,choco-par,UNK,,,,900.0
2013,pentominoes-int,SAT,05,choco-par,C,unsat,,,1.85
2013,pentominoes-int,SAT,06,choco-par,C,unsat,,,2.042
2013,pentominoes-int,SAT,07,choco-par,C,unsat,,,2.021
2013,proteindesign12,MIN,1HZ5.12p.19aa.usingEref_self,choco-par,MZN,,,,900.0
2013,proteindesign12,MIN,1HZ5.12p.9aa.usingEref_self,choco-par,MZN,,,,900.0
2013,proteindesign12,MIN,1PGB.11p.9aa.usingEref_self,choco-par,MZN,,,,900.0
2013,proteindesign12,MIN,1UBI.13p.9aa.usingEref_self,choco-par,MZN,,,,900.0
2013,proteindesign12,MIN,2TRX.11p.8aa.usingEref_self,choco-par,MZN,,,,900.0
2013,radiation,MIN,i6-11,choco-par,C,sat,895.0,45.045,45.045
2013,radiation,MIN,i6-7,choco-par,S,sat,635.0,900.0,900.0
2013,radiation,MIN,i7-15,choco-par,C,sat,1308.0,22.918,22.918
2013,radiation,MIN,i8-7,choco-par,C,sat,1046.0,2.334,2.334
2013,radiation,MIN,i9-23,choco-par,UNK,,,,900.0
2013,rcpsp,MIN,11,choco-par,S,sat,77.0,900.0,900.0
2013,rcpsp,MIN,12,choco-par,C,sat,38.0,223.693,223.693
2013,rcpsp,MIN,13,choco-par,S,sat,78.0,900.0,900.0
2013,rcpsp,MIN,14,choco-par,S,sat,139.0,900.0,900.0
2013,rcpsp,MIN,15,choco-par,S,sat,308.0,900.0,900.0
2013,rubik,SAT,4-cube,choco-par,C,sat,,,2.056
2013,rubik,SAT,5-cube,choco-par,C,sat,,,1.841
2013,rubik,SAT,6-cube,choco-par,C,sat,,,90.928
2013,rubik,SAT,7-cube,choco-par,C,sat,,,22.927
2013,rubik,SAT,8-cube,choco-par,UNK,,,,900.0
2013,vrp,MIN,A-n33-k6.vrp,choco-par,S,sat,1090.0,900.0,900.0
2013,vrp,MIN,A-n63-k10.vrp,choco-par,S,sat,2783.0,900.0,900.0
2013,vrp,MIN,B-n52-k7.vrp,choco-par,S,sat,3072.0,900.0,900.0
2013,vrp,MIN,P-n16-k8.vrp,choco-par,C,sat,450.0,281.988,281.988
2013,vrp,MIN,P-n51-k10.vrp,choco-par,S,sat,1146.0,900.0,900.0
2013,black-hole,SAT,12,chuffed-fd,S,sat,,,0.149
2013,black-hole,SAT,16,chuffed-fd,S,sat,,,127.107
2013,black-hole,SAT,18,chuffed-fd,S,sat,,,0.261
2013,black-hole,SAT,4,chuffed-fd,S,sat,,,20.927
2013,black-hole,SAT,6,chuffed-fd,C,unsat,,,0.022
2013,cargo,MIN,challenge04_1s_626,chuffed-fd,MZN,,,,900.0
2013,cargo,MIN,challenge05_1s_954,chuffed-fd,MZN,,,,900.0
2013,cargo,MIN,challenge07_1s_133,chuffed-fd,MZN,,,,900.0
2013,cargo,MIN,challenge08_222f_3475,chuffed-fd,MZN,,,,900.0
2013,cargo,MIN,challenge10_15966f_2060,chuffed-fd,MZN,,,,900.0
2013,celar,MIN,CELAR6-SUB2,chuffed-fd,S,sat,11844.0,900.0,900.0
2013,celar,MIN,CELAR6-SUB3,chuffed-fd,S,sat,16743.0,900.0,900.0
2013,celar,MIN,CELAR7-SUB3,chuffed-fd,S,sat,10341342.0,900.0,900.0
2013,celar,MIN,graph11,chuffed-fd,S,sat,483128.0,900.0,900.0
2013,celar,MIN,scen06,chuffed-fd,S,sat,154630.0,900.0,900.0
2013,filters,MIN,ar_2_3,chuffed-fd,C,sat,15.0,0.042,0.042
2013,filters,MIN,dct_2_2,chuffed-fd,S,sat,18.0,900.0,900.0
2013,filters,MIN,dfq_1_1,chuffed-fd,C,sat,4.0,0.014,0.014
2013,filters,MIN,ewf_2_1,chuffed-fd,C,sat,21.0,0.037,0.037
2013,filters,MIN,fir_2_3,chuffed-fd,C,sat,10.0,0.028,0.028
2013,fjsp,MIN,easy01,chuffed-fd,MZN,,,,900.0
2013,fjsp,MIN,easy02,chuffed-fd,MZN,,,,900.0
2013,fjsp,MIN,hard19,chuffed-fd,MZN,,,,900.0
2013,fjsp,MIN,med04,chuffed-fd,MZN,,,,900.0
2013,fjsp,MIN,med10,chuffed-fd,MZN,,,,900.0
2013,ghoulomb,MIN,3-11-29,chuffed-fd,MZN,,,,900.0
2013,ghoulomb,MIN,3-9-16,chuffed-fd,MZN,,,,900.0
2013,ghoulomb,MIN,4-9-10,chuffed-fd,MZN,,,,900.0
2013,ghoulomb,MIN,4-9-20,chuffed-fd,MZN,,,,900.0
2013,ghoulomb,MIN,5-7-22,chuffed-fd,MZN,,,,900.0
2013,javarouting,MIN,trip_6_3,chuffed-fd,C,sat,67.0,24.321,24.321
2013,javarouting,MIN,trip_7_1,chuffed-fd,C,sat,52.0,154.095,154.095
2013,javarouting,MIN,trip_7_2,chuffed-fd,C,sat,70.0,98.897,98.897
2013,javarouting,MIN,trip_8_1,chuffed-fd,S,sat,76.0,900.0,900.0
2013,javarouting,MIN,trip_8_5,chuffed-fd,S,sat,54.0,900.0,900.0
2013,l2p,MIN,l2p1,chuffed-fd,C,sat,6.0,0.115,0.115
2013,l2p,MIN,l2p12,chuffed-fd,C,sat,5.0,0.172,0.172
2013,l2p,MIN,l2p13,chuffed-fd,C,sat,6.0,0.274,0.274
2013,l2p,MIN,l2p16,chuffed-fd,C,sat,7.0,0.718,0.718
2013,l2p,MIN,l2p2,chuffed-fd,C,sat,8.0,4.218,4.218
2013,league,MIN,model15-4-3,chuffed-fd,C,sat,290.0,0.274,0.274
2013,league,MIN,model20-5-4,chuffed-fd,C,sat,185.0,0.826,0.826
2013,league,MIN,model30-8-4,chuffed-fd,C,sat,479.0,680.619,680.619
2013,league,MIN,model40-5-11,chuffed-fd,S,sat,2067.0,900.0,900.0
2013,league,MIN,model55-13-15,chuffed-fd,S,sat,11949.0,900.0,900.0
2013,mario,MAX,mario_easy_2,chuffed-fd,C,sat,628.0,25.134,25.134
2013,mario,MAX,mario_easy_4,chuffed-fd,C,sat,545.0,5.064,5.064
2013,mario,MAX,mario_n_medium_2,chuffed-fd,C,sat,1053.0,99.672,99.672
2013,mario,MAX,mario_n_medium_4,chuffed-fd,C,sat,832.0,63.496,63.496
2013,mario,MAX,mario_t_hard_1,chuffed-fd,S,sat,0.0,900.0,900.0
2013,nmseq,SAT,143,chuffed-fd,S,sat,,,17.58
2013,nmseq,SAT,202,chuffed-fd,S,sat,,,67.186
2013,nmseq,SAT,395,chuffed-fd,UNK,,,,900.0
2013,nmseq,SAT,478,chuffed-fd,UNK,,,,900.0
2013,nmseq,SAT,99,chuffed-fd,S,sat,,,4.475
2013,nonogram,SAT,dom_06,chuffed-fd,S,sat,,,0.034
2013,nonogram,SAT,dom_08,chuffed-fd,S,sat,,,0.54
2013,nonogram,SAT,dom_10,chuffed-fd,S,sat,,,102.438
2013,nonogram,SAT,dom_12,chuffed-fd,UNK,,,,900.0
2013,nonogram,SAT,dom_14,chuffed-fd,UNK,,,,900.0
